model_name,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,ECE_mean,ECE_std,Brier_mean,Brier_std
TRACE,0.8214849366024076,0.003722960264133569,0.7379182316619757,0.0023669306267382127,0.06379226132717283,0.02204994919224899,0.16792952714870074,0.0034945234720426903
